"Species","ASV","BestName","log2FC","FDR_q_value","Mean_abund_host"
"Aquiloniella_scabra","644e54b8ec5af158bba8bd750443f3aa","Order: Rhodospirillales",-2.686,0.0158,0
"Aquiloniella_scabra","644e54b8ec5af158bba8bd750443f3aa","Order: Rhodospirillales",-2.686,0.0158,0
"Aquiloniella_scabra","495c1bd1608a1dad54d3e2824ce899ef","Genus: Candidatus_Nitrosopumilus",-2.402,0.04821,0
"Aquiloniella_scabra","495c1bd1608a1dad54d3e2824ce899ef","Genus: Candidatus_Nitrosopumilus",-2.402,0.04821,0
"Aquiloniella_scabra","631e1451e27bd0c65644a3c6d9f7b42c","Genus: Magnetospira",-2.171,0.04821,0
"Aquiloniella_scabra","631e1451e27bd0c65644a3c6d9f7b42c","Genus: Magnetospira",-2.171,0.04821,0
"Aquiloniella_scabra","9879a750c4dcbe94271efc3a64a8dcc6","Order: Puniceispirillales",-2.11,0.001933,0.00521867098289214
"Aquiloniella_scabra","9879a750c4dcbe94271efc3a64a8dcc6","Order: Puniceispirillales",-2.11,0.001933,0.00521867098289214
"Aquiloniella_scabra","f682ab7ce14f68292ea45a066404b92e","Genus: Pla3_lineage",-1.856,0.016,0
"Aquiloniella_scabra","f682ab7ce14f68292ea45a066404b92e","Genus: Pla3_lineage",-1.856,0.016,0
"Aquiloniella_scabra","f682ab7ce14f68292ea45a066404b92e","Genus: Pla3_lineage",-1.856,0.016,0
"Aquiloniella_scabra","f682ab7ce14f68292ea45a066404b92e","Genus: Pla3_lineage",-1.856,0.016,0
"Aquiloniella_scabra","d350ed02e3e8ac5ff62590f2f6fa3906","Family: Kangiellaceae",-1.756,0.03338,0.0313183407765666
"Aquiloniella_scabra","d350ed02e3e8ac5ff62590f2f6fa3906","Family: Kangiellaceae",-1.756,0.03338,0.0313183407765666
"Aquiloniella_scabra","d350ed02e3e8ac5ff62590f2f6fa3906","Family: Kangiellaceae",-1.756,0.03338,0.0313183407765666
"Aquiloniella_scabra","d350ed02e3e8ac5ff62590f2f6fa3906","Family: Kangiellaceae",-1.756,0.03338,0.0313183407765666
"Aquiloniella_scabra","26b941552eaad9d941eff16910335833","Family: Rhodobacteraceae",-1.741,0.001636,0.00559800276276596
"Aquiloniella_scabra","26b941552eaad9d941eff16910335833","Family: Rhodobacteraceae",-1.741,0.001636,0.00559800276276596
"Aquiloniella_scabra","a2856ec474695516bcc911974ec23ec6","Genus: DEV007",-1.675,0.008221,0
"Aquiloniella_scabra","a2856ec474695516bcc911974ec23ec6","Genus: DEV007",-1.675,0.008221,0
"Aquiloniella_scabra","a2856ec474695516bcc911974ec23ec6","Genus: DEV007",-1.675,0.008221,0
"Aquiloniella_scabra","a2856ec474695516bcc911974ec23ec6","Genus: DEV007",-1.675,0.008221,0
"Aquiloniella_scabra","34425b47892462604276847bccc5adeb","Genus: NS11-12_marine_group",-1.544,0.04821,0
"Aquiloniella_scabra","34425b47892462604276847bccc5adeb","Genus: NS11-12_marine_group",-1.544,0.04821,0
"Aquiloniella_scabra","992d4d84004e921e2356b0a17d4a66a8","Genus: Pla3_lineage",-1.528,0.006758,0
"Aquiloniella_scabra","992d4d84004e921e2356b0a17d4a66a8","Genus: Pla3_lineage",-1.528,0.006758,0
"Patinella_verrucaria","d3411bbafb4f9e5e06853a662b2ef9be","Genus: Hellea",-7.531,0.000138,0.00388869445416618
"Patinella_verrucaria","d3411bbafb4f9e5e06853a662b2ef9be","Genus: Hellea",-7.531,0.000138,0.00388869445416618
"Patinella_verrucaria","d3411bbafb4f9e5e06853a662b2ef9be","Genus: Hellea",-7.531,0.000138,0.00388869445416618
"Patinella_verrucaria","d3411bbafb4f9e5e06853a662b2ef9be","Genus: Hellea",-7.531,0.000138,0.00388869445416618
"Patinella_verrucaria","b98daa18c668f922de33812aade51f0d","Genus: Granulosicoccus",-6.819,0.006616,0.00140453383522009
"Patinella_verrucaria","b98daa18c668f922de33812aade51f0d","Genus: Granulosicoccus",-6.819,0.006616,0.00140453383522009
"Patinella_verrucaria","b98daa18c668f922de33812aade51f0d","Genus: Granulosicoccus",-6.819,0.006616,0.00140453383522009
"Patinella_verrucaria","b98daa18c668f922de33812aade51f0d","Genus: Granulosicoccus",-6.819,0.006616,0.00140453383522009
"Patinella_verrucaria","c635e68d37dc732efc7938b2d5938516","Family: Cellvibrionaceae",-6.419,0.001233,0.001550892538656
"Patinella_verrucaria","c635e68d37dc732efc7938b2d5938516","Family: Cellvibrionaceae",-6.419,0.001233,0.001550892538656
"Patinella_verrucaria","c635e68d37dc732efc7938b2d5938516","Family: Cellvibrionaceae",-6.419,0.001233,0.001550892538656
"Patinella_verrucaria","c635e68d37dc732efc7938b2d5938516","Family: Cellvibrionaceae",-6.419,0.001233,0.001550892538656
"Patinella_verrucaria","14f87010b759af5eba30b821ec5adbd7","Genus: Blastopirellula",-5.807,0.02396,0.0390910005683844
"Patinella_verrucaria","14f87010b759af5eba30b821ec5adbd7","Genus: Blastopirellula",-5.807,0.02396,0.0390910005683844
"Patinella_verrucaria","c6ee8a2dc2752e9ceca077f36476e467","Family: Hyphomonadaceae",-5.356,0.0001025,0.0658399180546916
"Patinella_verrucaria","c6ee8a2dc2752e9ceca077f36476e467","Family: Hyphomonadaceae",-5.356,0.0001025,0.0658399180546916
"Patinella_verrucaria","c6ee8a2dc2752e9ceca077f36476e467","Family: Hyphomonadaceae",-5.356,0.0001025,0.0658399180546916
"Patinella_verrucaria","c6ee8a2dc2752e9ceca077f36476e467","Family: Hyphomonadaceae",-5.356,0.0001025,0.0658399180546916
"Patinella_verrucaria","fbcc4b1b852cf931033fb27fbc44e355","Family: Flavobacteriaceae",-5.125,7.944e-06,0.0361285933749837
"Patinella_verrucaria","fbcc4b1b852cf931033fb27fbc44e355","Family: Flavobacteriaceae",-5.125,7.944e-06,0.0361285933749837
"Patinella_verrucaria","fbcc4b1b852cf931033fb27fbc44e355","Family: Flavobacteriaceae",-5.125,7.944e-06,0.0361285933749837
"Patinella_verrucaria","fbcc4b1b852cf931033fb27fbc44e355","Family: Flavobacteriaceae",-5.125,7.944e-06,0.0361285933749837
"Patinella_verrucaria","9596c2bc8e8edf429b2f5527e5647ea5","Genus: Amphiplicatus",-5.099,0.0001544,0.0189616315402751
"Patinella_verrucaria","9596c2bc8e8edf429b2f5527e5647ea5","Genus: Amphiplicatus",-5.099,0.0001544,0.0189616315402751
"Patinella_verrucaria","a873093c14011b2af25ae42d32316822","Genus: Blastopirellula",-4.903,0.002258,0.00842720301132054
"Patinella_verrucaria","a873093c14011b2af25ae42d32316822","Genus: Blastopirellula",-4.903,0.002258,0.00842720301132054
"Patinella_verrucaria","a873093c14011b2af25ae42d32316822","Genus: Blastopirellula",-4.903,0.002258,0.00842720301132054
"Patinella_verrucaria","a873093c14011b2af25ae42d32316822","Genus: Blastopirellula",-4.903,0.002258,0.00842720301132054
"Patinella_verrucaria","1bc7e599ad2dbd3c9e8128114addb62e","Genus: Algitalea",-4.844,5.63e-05,0.00327724561551354
"Patinella_verrucaria","1bc7e599ad2dbd3c9e8128114addb62e","Genus: Algitalea",-4.844,5.63e-05,0.00327724561551354
"Patinella_verrucaria","cded164d9fa3074d5c0980e0766a8974","Family: Rhodobacteraceae",-4.799,0.0123,0.034629773215942
"Patinella_verrucaria","cded164d9fa3074d5c0980e0766a8974","Family: Rhodobacteraceae",-4.799,0.0123,0.034629773215942
"Patinella_verrucaria","cded164d9fa3074d5c0980e0766a8974","Family: Rhodobacteraceae",-4.799,0.0123,0.034629773215942
"Patinella_verrucaria","cded164d9fa3074d5c0980e0766a8974","Family: Rhodobacteraceae",-4.799,0.0123,0.034629773215942
"Patinella_verrucaria","5542f4f8f93034de29ef108852750947","Genus: Blastopirellula",-4.492,0.03619,0.105209464196924
"Patinella_verrucaria","5542f4f8f93034de29ef108852750947","Genus: Blastopirellula",-4.492,0.03619,0.105209464196924
"Patinella_verrucaria","baa2303756ad35a4a7942e0e068297c9","Genus: Tenacibaculum",-4.28,0.01237,0.013309740484946
"Patinella_verrucaria","baa2303756ad35a4a7942e0e068297c9","Genus: Tenacibaculum",-4.28,0.01237,0.013309740484946
"Patinella_verrucaria","baa2303756ad35a4a7942e0e068297c9","Genus: Tenacibaculum",-4.28,0.01237,0.013309740484946
"Patinella_verrucaria","baa2303756ad35a4a7942e0e068297c9","Genus: Tenacibaculum",-4.28,0.01237,0.013309740484946
"Patinella_verrucaria","219274e4f902b9dff93071ea70e7b13e","Genus: Dokdonia",-3.824,0.01797,0
"Patinella_verrucaria","219274e4f902b9dff93071ea70e7b13e","Genus: Dokdonia",-3.824,0.01797,0
"Patinella_verrucaria","5b56a9ab5f7005e998ba28fae84d0e2e","Genus: DEV007",-3.79,0.01219,0.0180773036999464
"Patinella_verrucaria","5b56a9ab5f7005e998ba28fae84d0e2e","Genus: DEV007",-3.79,0.01219,0.0180773036999464
"Patinella_verrucaria","e37325985104480c096f7fba13267f42","Genus: Roseibacillus",-3.71,0.01887,0.0904110107846106
"Patinella_verrucaria","e37325985104480c096f7fba13267f42","Genus: Roseibacillus",-3.71,0.01887,0.0904110107846106
"Patinella_verrucaria","e37325985104480c096f7fba13267f42","Genus: Roseibacillus",-3.71,0.01887,0.0904110107846106
"Patinella_verrucaria","e37325985104480c096f7fba13267f42","Genus: Roseibacillus",-3.71,0.01887,0.0904110107846106
"Patinella_verrucaria","6dd9d05b5d7e6b97dc14447e9014958c","Genus: NB1-j",-3.537,0.001924,0
"Patinella_verrucaria","6dd9d05b5d7e6b97dc14447e9014958c","Genus: NB1-j",-3.537,0.001924,0
"Patinella_verrucaria","577ab2fd63927a467fc472aa93939c74","Genus: Hellea",-3.14,0.03079,0.040980462944017
"Patinella_verrucaria","577ab2fd63927a467fc472aa93939c74","Genus: Hellea",-3.14,0.03079,0.040980462944017
"Patinella_verrucaria","d6fd1639cbb76c7a57dc45b18c9557c2","Genus: Granulosicoccus",-3.107,0.01413,0.0171149337848906
"Patinella_verrucaria","d6fd1639cbb76c7a57dc45b18c9557c2","Genus: Granulosicoccus",-3.107,0.01413,0.0171149337848906
"Patinella_verrucaria","d6fd1639cbb76c7a57dc45b18c9557c2","Genus: Granulosicoccus",-3.107,0.01413,0.0171149337848906
"Patinella_verrucaria","d6fd1639cbb76c7a57dc45b18c9557c2","Genus: Granulosicoccus",-3.107,0.01413,0.0171149337848906
"Patinella_verrucaria","b412ae178d00f4610eb08e2c5f1070e2","Genus: Litorimonas",-3.057,0.0111,0
"Patinella_verrucaria","b412ae178d00f4610eb08e2c5f1070e2","Genus: Litorimonas",-3.057,0.0111,0
"Patinella_verrucaria","b412ae178d00f4610eb08e2c5f1070e2","Genus: Litorimonas",-3.057,0.0111,0
"Patinella_verrucaria","b412ae178d00f4610eb08e2c5f1070e2","Genus: Litorimonas",-3.057,0.0111,0
"Patinella_verrucaria","f87bfb253d2783c1b609185e1cf2dc94","Genus: OM190",-3.054,0.01847,0.0873575380666338
"Patinella_verrucaria","f87bfb253d2783c1b609185e1cf2dc94","Genus: OM190",-3.054,0.01847,0.0873575380666338
"Patinella_verrucaria","f87bfb253d2783c1b609185e1cf2dc94","Genus: OM190",-3.054,0.01847,0.0873575380666338
"Patinella_verrucaria","f87bfb253d2783c1b609185e1cf2dc94","Genus: OM190",-3.054,0.01847,0.0873575380666338
"Patinella_verrucaria","2961c3455232ab30a84561187990fda7","Family: Hyphomonadaceae",-2.949,0.0321,0.0387723134663999
"Patinella_verrucaria","2961c3455232ab30a84561187990fda7","Family: Hyphomonadaceae",-2.949,0.0321,0.0387723134663999
"Patinella_verrucaria","e86aff9d83cae9a0a12ce9418a82f731","Genus: NS10_marine_group",-2.836,0.02872,0
"Patinella_verrucaria","e86aff9d83cae9a0a12ce9418a82f731","Genus: NS10_marine_group",-2.836,0.02872,0
"Patinella_verrucaria","e86aff9d83cae9a0a12ce9418a82f731","Genus: NS10_marine_group",-2.836,0.02872,0
"Patinella_verrucaria","e86aff9d83cae9a0a12ce9418a82f731","Genus: NS10_marine_group",-2.836,0.02872,0
"Patinella_verrucaria","66f407a78d0b08c3681c099ab327c567","Genus: Litorimonas",-2.769,0.0146,0
"Patinella_verrucaria","66f407a78d0b08c3681c099ab327c567","Genus: Litorimonas",-2.769,0.0146,0
"Patinella_verrucaria","7d332824708bd7dd7c7bc731d027d0b5","Genus: KI89A_clade",-2.277,0.005665,0.176705553829772
"Patinella_verrucaria","7d332824708bd7dd7c7bc731d027d0b5","Genus: KI89A_clade",-2.277,0.005665,0.176705553829772
"Patinella_verrucaria","e754a39a858b1a95a88af59002c86f11","Family: Hyphomonadaceae",-2.253,0.01496,0.0447596422190527
"Patinella_verrucaria","e754a39a858b1a95a88af59002c86f11","Family: Hyphomonadaceae",-2.253,0.01496,0.0447596422190527
"Patinella_verrucaria","e754a39a858b1a95a88af59002c86f11","Family: Hyphomonadaceae",-2.253,0.01496,0.0447596422190527
"Patinella_verrucaria","e754a39a858b1a95a88af59002c86f11","Family: Hyphomonadaceae",-2.253,0.01496,0.0447596422190527
"Patinella_verrucaria","6571c42e7d53e6149821aaea40426d89","Genus: Granulosicoccus",-2.241,0.0002423,0.0369860576607957
"Patinella_verrucaria","6571c42e7d53e6149821aaea40426d89","Genus: Granulosicoccus",-2.241,0.0002423,0.0369860576607957
"Rhamphostomella_bilaminata","06dbffb3667d421322f3cdc067c1bb95","Genus: Colwellia",-6.479,8.427e-08,0.0468060297720969
"Rhamphostomella_bilaminata","06dbffb3667d421322f3cdc067c1bb95","Genus: Colwellia",-6.479,8.427e-08,0.0468060297720969
"Rhamphostomella_bilaminata","ed962067f3d3472675d24f92d6dda3b0","Genus: Colwellia",-6.213,6.932e-10,0.00837081174044396
"Rhamphostomella_bilaminata","ed962067f3d3472675d24f92d6dda3b0","Genus: Colwellia",-6.213,6.932e-10,0.00837081174044396
"Rhamphostomella_bilaminata","ed962067f3d3472675d24f92d6dda3b0","Genus: Colwellia",-6.213,6.932e-10,0.00837081174044396
"Rhamphostomella_bilaminata","ed962067f3d3472675d24f92d6dda3b0","Genus: Colwellia",-6.213,6.932e-10,0.00837081174044396
"Rhamphostomella_bilaminata","0f46c35d6629feaffa5e8f4b256e255b","Genus: NS3a_marine_group",-4.849,8.427e-08,0.000981937264028201
"Rhamphostomella_bilaminata","0f46c35d6629feaffa5e8f4b256e255b","Genus: NS3a_marine_group",-4.849,8.427e-08,0.000981937264028201
"Rhamphostomella_bilaminata","e3bd4c321c5364d01871ebb503a1dc7e","Genus: Colwellia",-4.516,4e-06,0.514704734980823
"Rhamphostomella_bilaminata","e3bd4c321c5364d01871ebb503a1dc7e","Genus: Colwellia",-4.516,4e-06,0.514704734980823
"Rhamphostomella_bilaminata","e3bd4c321c5364d01871ebb503a1dc7e","Genus: Colwellia",-4.516,4e-06,0.514704734980823
"Rhamphostomella_bilaminata","e3bd4c321c5364d01871ebb503a1dc7e","Genus: Colwellia",-4.516,4e-06,0.514704734980823
"Rhamphostomella_bilaminata","1d52609177ce303a019c3ee3f9142239","Genus: Colwellia",-4.377,8.427e-08,0.00513993472282902
"Rhamphostomella_bilaminata","1d52609177ce303a019c3ee3f9142239","Genus: Colwellia",-4.377,8.427e-08,0.00513993472282902
"Rhamphostomella_bilaminata","01b65b807c4e7fdf80dc247b058c652b","Family: Colwelliaceae",-4.228,1.246e-06,0.0379902333351961
"Rhamphostomella_bilaminata","01b65b807c4e7fdf80dc247b058c652b","Family: Colwelliaceae",-4.228,1.246e-06,0.0379902333351961
"Rhamphostomella_bilaminata","cf2752910266aa9986d441f815389f2c","Genus: Psychromonas",-3.862,0.002086,0.0337261722963523
"Rhamphostomella_bilaminata","cf2752910266aa9986d441f815389f2c","Genus: Psychromonas",-3.862,0.002086,0.0337261722963523
"Rhamphostomella_bilaminata","cf2752910266aa9986d441f815389f2c","Genus: Psychromonas",-3.862,0.002086,0.0337261722963523
"Rhamphostomella_bilaminata","cf2752910266aa9986d441f815389f2c","Genus: Psychromonas",-3.862,0.002086,0.0337261722963523
"Rhamphostomella_bilaminata","dc186c356120425c8b044a49772944c6","Genus: MBAE14",-3.723,0.0001743,0.00456793308994798
"Rhamphostomella_bilaminata","dc186c356120425c8b044a49772944c6","Genus: MBAE14",-3.723,0.0001743,0.00456793308994798
"Rhamphostomella_bilaminata","dc186c356120425c8b044a49772944c6","Genus: MBAE14",-3.723,0.0001743,0.00456793308994798
"Rhamphostomella_bilaminata","dc186c356120425c8b044a49772944c6","Genus: MBAE14",-3.723,0.0001743,0.00456793308994798
"Rhamphostomella_bilaminata","f7460ef647b461ee5ad49fbeb5705652","Genus: Colwellia",-3.7,0.00227,0.0821916149836058
"Rhamphostomella_bilaminata","f7460ef647b461ee5ad49fbeb5705652","Genus: Colwellia",-3.7,0.00227,0.0821916149836058
"Rhamphostomella_bilaminata","f7460ef647b461ee5ad49fbeb5705652","Genus: Colwellia",-3.7,0.00227,0.0821916149836058
"Rhamphostomella_bilaminata","f7460ef647b461ee5ad49fbeb5705652","Genus: Colwellia",-3.7,0.00227,0.0821916149836058
"Rhamphostomella_bilaminata","7d372fe772be67fbd518123f6300b372","Family: Methylophagaceae",-3.492,0.0005916,0.030508264716301
"Rhamphostomella_bilaminata","7d372fe772be67fbd518123f6300b372","Family: Methylophagaceae",-3.492,0.0005916,0.030508264716301
"Rhamphostomella_bilaminata","93e881f05978d18bc8c18f476ac8dd3a","Genus: Thalassotalea",-3.406,0.02585,0.0732052325503634
"Rhamphostomella_bilaminata","93e881f05978d18bc8c18f476ac8dd3a","Genus: Thalassotalea",-3.406,0.02585,0.0732052325503634
"Rhamphostomella_bilaminata","b5cd41c77bc4eb8356b15ed52bb1cf5d","Genus: Colwellia",-3.26,0.001116,0.0785641749997965
"Rhamphostomella_bilaminata","b5cd41c77bc4eb8356b15ed52bb1cf5d","Genus: Colwellia",-3.26,0.001116,0.0785641749997965
"Rhamphostomella_bilaminata","b5cd41c77bc4eb8356b15ed52bb1cf5d","Genus: Colwellia",-3.26,0.001116,0.0785641749997965
"Rhamphostomella_bilaminata","b5cd41c77bc4eb8356b15ed52bb1cf5d","Genus: Colwellia",-3.26,0.001116,0.0785641749997965
"Rhamphostomella_bilaminata","dee7e9e6328e4af5e481f88a1f796b2a","Genus: Endobacter",-3.142,0.0004382,0
"Rhamphostomella_bilaminata","dee7e9e6328e4af5e481f88a1f796b2a","Genus: Endobacter",-3.142,0.0004382,0
"Rhamphostomella_bilaminata","dee7e9e6328e4af5e481f88a1f796b2a","Genus: Endobacter",-3.142,0.0004382,0
"Rhamphostomella_bilaminata","dee7e9e6328e4af5e481f88a1f796b2a","Genus: Endobacter",-3.142,0.0004382,0
"Rhamphostomella_bilaminata","f716fb59c9bee1b0c02ad64865f0de70","Genus: HTCC5015",-3.097,0.002553,0.00168251839353144
"Rhamphostomella_bilaminata","f716fb59c9bee1b0c02ad64865f0de70","Genus: HTCC5015",-3.097,0.002553,0.00168251839353144
"Rhamphostomella_bilaminata","f716fb59c9bee1b0c02ad64865f0de70","Genus: HTCC5015",-3.097,0.002553,0.00168251839353144
"Rhamphostomella_bilaminata","f716fb59c9bee1b0c02ad64865f0de70","Genus: HTCC5015",-3.097,0.002553,0.00168251839353144
"Rhamphostomella_bilaminata","4c5d68fe9f0b36f32638abc717a65ad3","Genus: JTB23",-3.042,0.04851,0.00324439519779828
"Rhamphostomella_bilaminata","4c5d68fe9f0b36f32638abc717a65ad3","Genus: JTB23",-3.042,0.04851,0.00324439519779828
"Rhamphostomella_bilaminata","4bdc1afca33aabf7e6ffccfb3989baba","Genus: Salinirepens",-3.022,0.004441,0.00190885230255309
"Rhamphostomella_bilaminata","4bdc1afca33aabf7e6ffccfb3989baba","Genus: Salinirepens",-3.022,0.004441,0.00190885230255309
"Rhamphostomella_bilaminata","2b6e42bf9200244b950fdda2491dd4ca","Genus: Colwellia",-2.923,6.75e-05,0
"Rhamphostomella_bilaminata","2b6e42bf9200244b950fdda2491dd4ca","Genus: Colwellia",-2.923,6.75e-05,0
"Rhamphostomella_bilaminata","f690e76a3de3a7b1cd99d01daef0d027","Genus: Reichenbachiella",-2.906,9.222e-05,0.00258223236335296
"Rhamphostomella_bilaminata","f690e76a3de3a7b1cd99d01daef0d027","Genus: Reichenbachiella",-2.906,9.222e-05,0.00258223236335296
"Rhamphostomella_bilaminata","f690e76a3de3a7b1cd99d01daef0d027","Genus: Reichenbachiella",-2.906,9.222e-05,0.00258223236335296
"Rhamphostomella_bilaminata","f690e76a3de3a7b1cd99d01daef0d027","Genus: Reichenbachiella",-2.906,9.222e-05,0.00258223236335296
"Rhamphostomella_bilaminata","6052c6018dc1a0fb3bccec096b0d74b8","Genus: Thalassotalea",-2.835,0.0431,0.000876339704322984
"Rhamphostomella_bilaminata","6052c6018dc1a0fb3bccec096b0d74b8","Genus: Thalassotalea",-2.835,0.0431,0.000876339704322984
"Rhamphostomella_bilaminata","041792056bd7be0d5d925d8a6546e833","Genus: Candidatus_Nitrosopumilus",-2.671,0.0431,0.238088361961682
"Rhamphostomella_bilaminata","041792056bd7be0d5d925d8a6546e833","Genus: Candidatus_Nitrosopumilus",-2.671,0.0431,0.238088361961682
"Rhamphostomella_bilaminata","0ba0d4c5a289facc80e0e481377a9e18","Genus: Mesorhizobium",-2.628,0.0001872,0
"Rhamphostomella_bilaminata","0ba0d4c5a289facc80e0e481377a9e18","Genus: Mesorhizobium",-2.628,0.0001872,0
"Rhamphostomella_bilaminata","d3a60d931aed828666a7818a3da0ee38","Genus: Pseudofulvibacter",-2.515,0.005334,0.00661590057939039
"Rhamphostomella_bilaminata","d3a60d931aed828666a7818a3da0ee38","Genus: Pseudofulvibacter",-2.515,0.005334,0.00661590057939039
"Rhamphostomella_bilaminata","d3a60d931aed828666a7818a3da0ee38","Genus: Pseudofulvibacter",-2.515,0.005334,0.00661590057939039
"Rhamphostomella_bilaminata","d3a60d931aed828666a7818a3da0ee38","Genus: Pseudofulvibacter",-2.515,0.005334,0.00661590057939039
"Rhamphostomella_bilaminata","11b7c459db9e25981b9e929a8098b1d9","Family: Flavobacteriaceae",-2.483,0.0001002,0.00517503805175038
"Rhamphostomella_bilaminata","11b7c459db9e25981b9e929a8098b1d9","Family: Flavobacteriaceae",-2.483,0.0001002,0.00517503805175038
"Rhamphostomella_bilaminata","3c0deb5ca627c2080a4a80c7d89c6096","Genus: Vicingus",-2.417,0.0001872,0
"Rhamphostomella_bilaminata","3c0deb5ca627c2080a4a80c7d89c6096","Genus: Vicingus",-2.417,0.0001872,0
"Rhamphostomella_bilaminata","b5de712b93a82e4723968c0839061699","Genus: Ekhidna",-2.354,0.04723,0.0233464837690618
"Rhamphostomella_bilaminata","b5de712b93a82e4723968c0839061699","Genus: Ekhidna",-2.354,0.04723,0.0233464837690618
"Rhamphostomella_bilaminata","b5de712b93a82e4723968c0839061699","Genus: Ekhidna",-2.354,0.04723,0.0233464837690618
"Rhamphostomella_bilaminata","b5de712b93a82e4723968c0839061699","Genus: Ekhidna",-2.354,0.04723,0.0233464837690618
"Rhamphostomella_bilaminata","c8487b182705eaad35c8578b81969d20","Family: Rhodobacteraceae",-2.157,0.02095,0.158016354005209
"Rhamphostomella_bilaminata","c8487b182705eaad35c8578b81969d20","Family: Rhodobacteraceae",-2.157,0.02095,0.158016354005209
"Rhamphostomella_bilaminata","c8487b182705eaad35c8578b81969d20","Family: Rhodobacteraceae",-2.157,0.02095,0.158016354005209
"Rhamphostomella_bilaminata","c8487b182705eaad35c8578b81969d20","Family: Rhodobacteraceae",-2.157,0.02095,0.158016354005209
