"SampleID","Depth","Replicate","Observed","Shannon","Chao1","PD"
"A11",6223,63,484,4.43336936433935,620.066666666667,33.798133067
"A11",6223,64,489,4.4607957945291,606.631578947368,46.240100193
"A11",6223,65,479,4.48658923166192,591.483146067416,44.592889122
"A11",6223,66,478,4.49765296768463,551.81,45.198238887
"A11",6223,67,503,4.46721103003773,639.387755102041,45.857566073
"A11",6223,68,486,4.46880572735308,592.919191919192,34.080656237
"A11",6223,69,483,4.44040850946701,580.867346938776,34.071116116
"A11",6223,70,483,4.44608813398506,601.636363636364,33.632580145
"A11",6223,71,503,4.50977344581525,599.764705882353,32.82878222
"A11",6223,72,477,4.44525374311607,564.362745098039,45.064853831
"A11",6223,73,490,4.48740730948115,587.722772277228,46.674642505
"A11",6223,74,483,4.50645451640268,584.260869565217,43.727639617
"A11",6223,75,488,4.46233257044211,570.669902912621,34.135548704
"A11",6223,76,490,4.45488035501017,608.559139784946,42.301819914
"A11",6223,77,486,4.4660986407611,586.524752475248,34.10139285
"A11",6223,78,479,4.45717661815341,579.384615384615,46.323172877
"A11",6223,79,481,4.45632553580112,580,33.916891742
"A11",6223,80,482,4.47543092362363,568.058823529412,42.988984938
"A11",6223,81,489,4.4569768840551,583.443396226415,46.298610653
"A11",6223,82,494,4.46438719472487,609.873786407767,34.507118632
"A11",6223,83,478,4.44680388088484,602.779069767442,33.028034775
"A11",6223,84,495,4.48744720267498,623.617021276596,54.57657754
"A11",6223,85,479,4.48689538665052,540.261682242991,31.822248827
"A11",6223,86,479,4.46077033722005,574.484848484848,33.173268737
"A11",6223,87,490,4.47881012380717,598.111111111111,33.648007226
"A11",6223,88,483,4.44814704296524,571.805555555556,42.409576325
"A11",6223,89,484,4.5020873051901,664.44776119403,34.225846933
"A11",6223,90,490,4.46994831504043,608.636363636364,42.483932736
"A11",6223,91,487,4.45651617398248,582.779816513761,34.006550545
"A11",6223,92,473,4.44447726188512,606.035714285714,53.948213935
"A11",6223,93,493,4.47570430343755,582.576923076923,41.636076164
"A11",6223,94,485,4.47500860599873,583.282828282828,46.183266521
"A11",6223,95,504,4.48332475154484,667,47.223253847
"A11",6223,96,483,4.50633602169034,594.571428571429,42.80708126
"A11",6223,97,474,4.44392571494998,585.211764705882,44.877853661
"A11",6223,98,489,4.47529157754213,579.934579439252,53.950674577
"A11",6223,99,497,4.47023594124534,582.633928571429,35.95336609
"A11",6223,100,487,4.45631290261582,587.941176470588,34.253930439
"A11",9171,1,531,4.49102899696475,620.080459770115,37.45357461
"A11",9171,2,530,4.48955001996871,607.113636363636,36.477471432
"A11",9171,3,537,4.4757174496115,600.776595744681,36.75933944
"A11",9171,4,530,4.53053739614001,589.022471910112,36.360843866
"A11",9171,5,530,4.45749019876478,586.057142857143,49.440127378
"A11",9171,6,534,4.50092687308155,588,44.896061381
"A11",9171,7,537,4.45489933076181,599.924528301887,37.100460094
"A11",9171,8,532,4.49534125144491,599.019417475728,36.378230311
"A11",9171,9,539,4.50034769641451,579.353982300885,57.399143691
"A11",9171,10,531,4.50030571886361,581.555555555556,48.651855794
"A11",9171,11,527,4.49044044193691,588.153846153846,45.243888202
"A11",9171,12,529,4.49269739596266,595.25,44.44052276
"A11",9171,13,545,4.48841306390772,607.256880733945,58.344373901
"A11",9171,14,520,4.48704458079711,598.123456790123,45.530801913
"A11",9171,15,546,4.53111820253542,607.342857142857,46.844815488
"A11",9171,16,539,4.51720814375157,618.784090909091,49.780276593
"A11",9171,17,527,4.47512660472288,579.009345794393,36.194240957
"A11",9171,18,543,4.51880335679135,627.418604651163,37.957557151
"A11",9171,19,527,4.52798625385198,580.103092783505,48.304888771
"A11",9171,20,530,4.51208909668836,618.270588235294,48.765269807
"A11",9171,21,541,4.526403464778,599.363636363636,36.175889393
"A11",9171,22,536,4.49036976369653,617.127659574468,46.603683567
"A11",9171,23,548,4.50989044297193,618.693069306931,57.668604164
"A11",9171,24,522,4.4749909857739,591,44.69349943
"A11",9171,25,539,4.50904151826387,607.762886597938,48.848849846
"A11",9171,26,528,4.46932736459492,606.282828282828,57.336967948
"A11",9171,27,543,4.48888629160738,617.287128712871,57.235902575
"A11",9171,28,540,4.52303493197824,613.905263157895,48.126044054
"A11",9171,29,552,4.5281921327728,664.835294117647,37.521237829
"A11",9171,30,541,4.49654323483185,611.010869565217,45.160883955
"A11",9171,31,536,4.47467567103762,604.834862385321,57.669937558
"A11",9171,32,531,4.47150420483384,603.5,55.322066076
"A11",9171,33,526,4.47559224548717,589.28,48.719339286
"A11",9171,34,527,4.50578134102103,586.347826086957,49.639943104
"A11",9171,35,525,4.4762942409817,584.202127659574,44.710883494
"A11",9171,36,528,4.45550721350013,602.111111111111,44.475986495
"A11",9171,37,538,4.46828231982795,626.674418604651,37.619019861
"A11",9171,38,540,4.49377273780303,600.636363636364,49.15935021
"A11",9171,39,545,4.52149558187419,620.157894736842,37.838706753
"A11",9171,40,539,4.51028170056518,619.228260869565,49.238323527
"A11",9171,41,531,4.47333189951646,599.521276595745,57.203344726
"A11",9171,42,554,4.51009920632043,626.247706422018,57.014864886
"A11",9171,43,531,4.48372744330539,594.772277227723,56.863791788
"A11",9171,44,527,4.47280290394841,602.957446808511,48.428538038
"A11",9171,45,548,4.47719970202445,607.590909090909,49.926645953
"A11",9171,46,535,4.48199200240169,629.611111111111,56.461625833
"A11",9171,47,538,4.49980523874601,599.690909090909,46.276889371
"A11",9171,48,541,4.46629981007921,608.676470588235,37.016503086
"A11",9171,49,540,4.48567942770614,613.905263157895,49.798202236
"A11",9171,50,533,4.50768674347119,581.75,46.749111753
"A11",9171,51,535,4.4955457932607,599.018867924528,48.347521531
"A11",9171,52,538,4.50545091093599,608.78021978022,37.218294409
"A11",9171,53,530,4.44855348749607,589.508620689655,48.682554928
"A11",9171,54,538,4.51540016335909,599.261682242991,47.142255362
"A11",9171,55,547,4.51073775569742,613.111111111111,37.642475491
"A11",9171,56,525,4.49394410559799,603.887640449438,44.694031305
"A11",9171,57,531,4.49096393069289,581.5,36.819912994
"A11",9171,58,540,4.50617614037182,584.516949152542,49.096756997
"A11",9171,59,533,4.47854380734617,604.642857142857,36.342689382
"A11",9171,60,530,4.51875256750543,600.6875,49.243286326
"A11",9171,61,535,4.4857463755574,601.529411764706,37.286207626
"A11",9171,62,533,4.48397585877149,594.05,48.511530887
"A11",9171,63,537,4.48437376674973,619.446808510638,56.737848521
"A11",9171,64,535,4.49852529236314,585.185840707965,48.604819006
"A11",9171,65,531,4.50109341836993,587.028037383178,48.67656414
"A11",9171,66,540,4.49854936157658,637.769230769231,36.258623816
"A11",9171,67,530,4.51751755084843,613.802197802198,45.039134664
"A11",9171,68,539,4.50355084823075,610.943396226415,47.901890746
"A11",9171,69,531,4.47511749533448,598.85046728972,36.72578018
"A11",9171,70,533,4.49841533133666,601.833333333333,55.819614457
"A11",9171,71,546,4.50027512894719,662.963414634146,47.026090783
"A11",9171,72,532,4.48467332761408,597.916666666667,57.137111954
"A11",9171,73,531,4.4636839818135,584.027027027027,48.967823382
"A11",9171,74,537,4.50458349235205,611.225806451613,58.026561186
"A11",9171,75,547,4.50090064575001,613.235849056604,57.857080897
"A11",9171,76,545,4.47364242206214,600.026086956522,56.882183407
"A11",9171,77,534,4.50202984074188,597.965517241379,36.67120747
"A11",9171,78,540,4.50429627114499,581.735537190083,37.890054977
"A11",9171,79,526,4.48462344845797,588.129032258065,34.678676367
"A11",9171,80,523,4.50057034405564,584.3125,35.39648348
"A11",9171,81,535,4.48576394583369,584.592592592593,57.212306828
"A11",9171,82,540,4.49224798262918,626.468085106383,37.702288228
"A11",9171,83,534,4.47826191556598,616.756097560976,48.079445327
"A11",9171,84,522,4.51954436230747,574.009900990099,47.926789128
"A11",9171,85,540,4.47564506929704,627.397849462366,46.288758195
"A11",9171,86,539,4.48190041107602,610.164948453608,37.616951739
"A11",9171,87,530,4.46741377290247,622.142857142857,45.321828546
"A11",9171,88,532,4.46962340217442,598.212121212121,56.978023706
"A11",9171,89,533,4.54200763868411,590.386363636364,57.037442554
"A11",9171,90,526,4.500166728477,609.168674698795,36.178122635
"A11",9171,91,527,4.48634774343291,602.032608695652,37.200097524
"A11",9171,92,530,4.48612499815191,608.269230769231,48.928180715
"A11",9171,93,532,4.48892873578716,621.739130434783,37.687846065
"A11",9171,94,513,4.44016029071775,576.719101123595,34.896853691
"A11",9171,95,529,4.50976445844073,606.561797752809,48.810370562
"A11",9171,96,537,4.47748762364519,593.647058823529,37.703063049
"A11",9171,97,533,4.50121323698275,584.51,49.158658299
"A11",9171,98,524,4.48611632469988,577.56,56.751559265
"A11",9171,99,535,4.45981481927174,598.75,49.065284197
"A11",9171,100,532,4.47342238223129,610.064516129032,45.862538305
"A11",12118,1,563,4.46991969162382,626.592592592593,38.545157504
"A11",12118,2,562,4.50196112181306,604.714285714286,50.617050651
"A11",12118,3,555,4.47024788994411,593.307692307692,57.672756471
"A11",12118,4,572,4.50579214508034,631.022471910112,48.542430233
"A11",12118,5,564,4.4999470113989,608.5,50.624452899
"A11",12118,6,561,4.49683415349128,604.064516129032,38.686109579
"A11",12118,7,558,4.45825162167978,612.632183908046,50.252059466
"A11",12118,8,559,4.47990160220975,595,50.360614
"A11",12118,9,561,4.4862546651975,600.168539325843,59.289919735
"A11",12118,10,561,4.50962883997253,597.9,50.257287741
"A11",12118,11,568,4.52657697454863,616.010752688172,59.745638956
"A11",12118,12,552,4.49938554129646,606.846153846154,38.685588924
"A11",12118,13,567,4.49198493043203,599.103773584906,59.467206894
"A11",12118,14,569,4.49473218569717,617.529411764706,39.705166649
"A11",12118,15,565,4.50293447365258,616.733333333333,47.46688843
"A11",12118,16,557,4.48730637828033,608.423529411765,50.738491395
"A11",12118,17,558,4.49116572451921,591.617021276596,58.194839404
"A11",12118,18,573,4.53560303815607,610.039603960396,59.305801111
"A11",12118,19,574,4.50624713551648,636.817073170732,47.640290226
"A11",12118,20,569,4.49084529075768,609.358490566038,52.188060536
"A11",12118,21,556,4.47400439132577,601.511363636364,58.59274964
"A11",12118,22,564,4.48393891764967,613.065934065934,50.518980514
"A11",12118,23,575,4.50292863475904,608.844660194175,50.526379247
"A11",12118,24,566,4.50437548138706,604.772277227723,48.122543612
"A11",12118,25,564,4.50500007217336,626.535714285714,58.958860706
"A11",12118,26,576,4.51906480067777,624.75,60.114939381
"A11",12118,27,564,4.51996688156145,598.176470588235,59.026502039
"A11",12118,28,566,4.51300527754443,599.545454545455,39.385632858
"A11",12118,29,563,4.51334191382783,607.510869565217,59.457483619
"A11",12118,30,562,4.49777315414209,605.032967032967,58.534576002
"A11",12118,31,554,4.46830863876992,598.5,38.226673263
"A11",12118,32,562,4.47204928679178,615.804347826087,58.328164568
"A11",12118,33,564,4.47820527654536,611.510869565217,58.94498305
"A11",12118,34,562,4.49257589114254,613.010101010101,47.289160091
"A11",12118,35,556,4.45516128503486,617.8,49.176618129
"A11",12118,36,570,4.52026333722124,627.725274725275,51.827842407
"A11",12118,37,564,4.45322725173915,604.147058823529,47.62648394
"A11",12118,38,571,4.49425660244925,621.509615384615,39.652776943
"A11",12118,39,566,4.51029881335094,635.3,59.15210065
"A11",12118,40,566,4.50538195126411,602.818181818182,39.330221223
"A11",12118,41,555,4.47752020309468,602.510869565217,50.593508977
"A11",12118,42,564,4.48322463109333,622.720930232558,51.103125633
"A11",12118,43,557,4.47103637455138,588.6,58.117598585
"A11",12118,44,554,4.48851440521381,620.452054794521,48.076536135
"A11",12118,45,560,4.48692377987823,590.03,50.200762796
"A11",12118,46,555,4.50453153355151,584.857142857143,37.983544728
"A11",12118,47,559,4.50607287479237,584.885416666667,57.337837708
"A11",12118,48,574,4.5079995226292,613.866666666667,51.250494533
"A11",12118,49,565,4.48954519028623,634.718309859155,59.310953175
"A11",12118,50,553,4.51560575728113,597.535714285714,37.600425747
"A11",12118,51,571,4.48557927682883,616.5,39.035830244
"A11",12118,52,569,4.52142279504119,616,51.367292289
"A11",12118,53,561,4.50940774265342,601.611111111111,50.277456603
"A11",12118,54,552,4.46387380237006,595.5,46.192708263
"A11",12118,55,570,4.47496040402959,613.428571428571,51.691043641
"A11",12118,56,572,4.51444687066843,619.510204081633,59.627909103
"A11",12118,57,570,4.50455565459781,624.776470588235,59.479207886
"A11",12118,58,551,4.46647991072599,603.728260869565,59.001749812
"A11",12118,59,572,4.52382653330817,615.563829787234,60.157616572
"A11",12118,60,559,4.49943363097687,602.604166666667,47.689129914
"A11",12118,61,567,4.48605309210704,644.684931506849,58.916791777
"A11",12118,62,564,4.49031653801393,602.96875,38.55169841
"A11",12118,63,566,4.50903894328927,606.164835164835,38.462992537
"A11",12118,64,570,4.49632220403396,639.118421052632,48.039809529
"A11",12118,65,563,4.51270174652349,596.978494623656,50.041241706
"A11",12118,66,561,4.50582045807617,605.010989010989,47.145282516
"A11",12118,67,562,4.48256460264511,607.10101010101,47.745776739
"A11",12118,68,570,4.51260470763052,618.067415730337,48.047317489
"A11",12118,69,558,4.50460757088331,608.825581395349,50.164574954
"A11",12118,70,567,4.49149108178903,610.65306122449,39.213314255
"A11",12118,71,571,4.51159420784903,619.010101010101,47.984734347
"A11",12118,72,564,4.49583734011152,633.158536585366,47.875492645
"A11",12118,73,576,4.48685488729407,620.65,52.012324303
"A11",12118,74,564,4.52351443954608,638.2,47.676903378
"A11",12118,75,566,4.50202801991054,618.909090909091,59.722273938
"A11",12118,76,564,4.49646615264307,611.010989010989,51.451620611
"A11",12118,77,570,4.51315977591379,629.4125,59.127274961
"A11",12118,78,558,4.47850007069713,592.468085106383,58.959571442
"A11",12118,79,554,4.48780649645744,594.5,38.356211349
"A11",12118,80,577,4.49261682420394,629.604166666667,48.981686816
"A11",12118,81,574,4.49359807626146,658.038461538462,59.611476509
"A11",12118,82,549,4.48027105135629,604.8125,38.111616362
"A11",12118,83,555,4.46263530990158,588.532110091743,38.512339007
"A11",12118,84,574,4.51513745915965,637.978260869565,60.628138557
"A11",12118,85,560,4.50586619784193,614.632183908046,49.592525985
"A11",12118,86,570,4.47494992338576,626.583333333333,48.232311863
"A11",12118,87,571,4.51915431342204,616.010752688172,50.902749881
"A11",12118,88,563,4.50378782652771,599.097826086957,51.068358765
"A11",12118,89,570,4.50673829984899,614.839622641509,51.907778186
"A11",12118,90,577,4.53276796160117,649.378378378378,60.317380436
"A11",12118,91,570,4.50523545732448,620.738636363636,59.421238389
"A11",12118,92,567,4.4986420652139,615.510638297872,47.913164113
"A11",12118,93,571,4.46131463224332,647.441558441558,47.562311495
"A11",12118,94,556,4.4958003124349,592.32183908046,50.671275264
"A11",12118,95,567,4.5017430802912,625.235294117647,50.908975804
"A11",12118,96,559,4.48759699127993,605.858974358974,50.881300478
"A11",12118,97,572,4.50514504083827,628.780487804878,58.903623262
"A11",12118,98,558,4.49481222802114,601.511111111111,38.676962774
"A11",12118,99,557,4.49713529788133,610.51724137931,48.1933215
"A11",12118,100,569,4.49689536417916,620.23595505618,48.10611977
"A11",15066,1,584,4.50785824431539,615.858974358974,40.432985378
"A11",15066,2,584,4.47671038244761,608.896907216495,61.143392794
"A11",15066,3,581,4.51135400643579,616.625,60.49972843
"A11",15066,4,584,4.49997591410504,609.235294117647,49.138347972
"A11",15066,5,584,4.5175659799781,613.814814814815,51.568010599
"A11",15066,6,579,4.51240348158168,607.734042553191,59.890130835
"A11",15066,7,584,4.51862035088424,605.735632183908,60.960912876
"A11",15066,8,587,4.50151377949194,625.536585365854,40.654146047
"A11",15066,9,590,4.49990582978363,642.438356164384,61.006993428
"A11",15066,10,572,4.49744075421321,605.433734939759,39.537512893
"A11",15066,11,584,4.49924963589134,622.037037037037,52.222906025
"A11",15066,12,580,4.51972692973905,615.04,50.87140021
"A11",15066,13,584,4.50021460403732,609.967741935484,39.957316899
"A11",15066,14,585,4.52002225232007,626.8,52.230227167
"A11",15066,15,575,4.49722506454854,599.585365853659,48.281169249
"A11",15066,16,583,4.51570552870891,607.585365853659,49.032884186
"A11",15066,17,577,4.49459363256751,607.693181818182,51.851784214
"A11",15066,18,578,4.4884982380845,610.85,51.639411885
"A11",15066,19,579,4.50487070837939,604.843373493976,49.239468429
"A11",15066,20,582,4.50067069470386,622.04,48.48381433
"A11",15066,21,578,4.49165926014768,602.186046511628,48.908039538
"A11",15066,22,586,4.47586295167938,629.037037037037,49.064038897
"A11",15066,23,573,4.48596592778144,598.2,48.129803691
"A11",15066,24,584,4.49377911264338,617.978494623656,59.901427892
"A11",15066,25,590,4.5064926253694,624.12987012987,49.722695612
"A11",15066,26,587,4.48627607526236,617.011111111111,52.579581577
"A11",15066,27,581,4.47006662509958,614.433734939759,61.111913059
"A11",15066,28,578,4.48980348783776,596.55421686747,39.538207511
"A11",15066,29,590,4.50147309363626,631.011764705882,60.91349788
"A11",15066,30,577,4.49512258446117,602.679012345679,39.718846513
"A11",15066,31,583,4.51706511813234,619.180722891566,40.197286144
"A11",15066,32,587,4.51280259633352,616.720930232558,60.922505682
"A11",15066,33,578,4.50596127891621,607.939759036145,52.625864393
"A11",15066,34,564,4.48332562651205,591.44578313253,58.91643799
"A11",15066,35,581,4.50078929099381,611.558139534884,60.188881575
"A11",15066,36,584,4.48911083297744,612.087912087912,52.703223879
"A11",15066,37,587,4.4809844546984,625.307692307692,52.491654062
"A11",15066,38,589,4.50267884047069,615.905263157895,49.391411128
"A11",15066,39,571,4.49325024745208,597.88,59.18360227
"A11",15066,40,587,4.50659328519793,617.917647058823,49.753720645
"A11",15066,41,575,4.48168842772427,620.015384615385,39.119604375
"A11",15066,42,587,4.48621266237745,633.973684210526,60.399058552
"A11",15066,43,589,4.49251897791846,617.879120879121,49.670562095
"A11",15066,44,598,4.52848893500034,640,61.370286774
"A11",15066,45,583,4.50156215836125,612.939759036145,60.305719802
"A11",15066,46,586,4.50117381819479,601.448598130841,40.620735738
"A11",15066,47,580,4.48660327224628,595.967741935484,52.028582016
"A11",15066,48,576,4.51011548232454,619.521739130435,59.501612926
"A11",15066,49,578,4.49550054363446,611.692307692308,39.834711235
"A11",15066,50,581,4.5019697832124,612.0625,39.96820113
"A11",15066,51,584,4.51495909138742,608.761904761905,60.633477132
"A11",15066,52,586,4.49536806952402,615.720930232558,60.633822905
"A11",15066,53,591,4.49991601343263,620.358695652174,61.379418382
"A11",15066,54,587,4.5096049537578,617.011111111111,60.492796629
"A11",15066,55,583,4.48743964377754,626.575,49.452334342
"A11",15066,56,583,4.50677888262624,619,58.970521736
"A11",15066,57,591,4.51382963925684,621.428571428571,53.046033532
"A11",15066,58,575,4.50340993155199,592.538461538462,51.470911528
"A11",15066,59,581,4.49075737887048,610.235294117647,52.179171139
"A11",15066,60,589,4.49243028555444,623.468085106383,49.348670406
"A11",15066,61,587,4.52206830183177,613.659090909091,52.797269366
"A11",15066,62,584,4.49903776921479,606.578947368421,59.902551088
"A11",15066,63,576,4.52548811342622,603.151898734177,59.803741494
"A11",15066,64,576,4.48926715711215,600.760869565217,51.60201477
"A11",15066,65,581,4.49163178128134,603.127659574468,40.4126431
"A11",15066,66,580,4.48039767533322,614.259259259259,59.77321968
"A11",15066,67,581,4.51579680612887,611.917647058823,60.747708847
"A11",15066,68,573,4.51084765574057,608.04,51.75796733
"A11",15066,69,588,4.5416172874921,616.609756097561,60.111917076
"A11",15066,70,567,4.47490403073403,593.263888888889,50.480144647
"A11",15066,71,584,4.48181190012466,618.51724137931,59.897371833
"A11",15066,72,584,4.51438277657143,624.082191780822,51.828896019
"A11",15066,73,578,4.51858284939239,609.363636363636,59.737361293
"A11",15066,74,578,4.4960195992331,620.791666666667,51.587464103
"A11",15066,75,585,4.49449607698383,618.489130434783,48.741180911
"A11",15066,76,583,4.48100224417579,626.012048192771,60.488916969
"A11",15066,77,596,4.52739429086971,633.674418604651,61.241356785
"A11",15066,78,589,4.51524467439561,628.512195121951,60.53823552
"A11",15066,79,584,4.48452781999181,615.610526315789,52.275301274
"A11",15066,80,581,4.48354092932252,637.230769230769,60.638062502
"A11",15066,81,580,4.48526818480364,613.692307692308,48.648862579
"A11",15066,82,592,4.49878023007158,637.769230769231,60.338125822
"A11",15066,83,583,4.51923870779971,600.774193548387,60.047859865
"A11",15066,84,586,4.51408893103078,630.28,59.756660521
"A11",15066,85,579,4.50579294705604,601.166666666667,51.306360323
"A11",15066,86,585,4.52786526262055,616.170731707317,59.391825838
"A11",15066,87,584,4.50977320911169,620.575,60.247306045
"A11",15066,88,589,4.50556328847687,624.505617977528,52.862544871
"A11",15066,89,584,4.52000759210878,609.843373493976,52.320221488
"A11",15066,90,586,4.49925514403408,606.16,60.288831722
"A11",15066,91,580,4.49755606443737,608.609756097561,51.837063484
"A11",15066,92,590,4.48859822645284,621.285714285714,60.393105253
"A11",15066,93,584,4.49924944916093,619.077922077922,61.069201688
"A11",15066,94,578,4.50635191749261,611.541666666667,52.074145596
"A11",15066,95,587,4.52273758549889,618.170731707317,60.045785621
"A11",15066,96,588,4.52782159064651,615.758620689655,52.575404852
"A11",15066,97,581,4.52148515755926,611.679012345679,40.306421494
"A11",15066,98,574,4.49562900267514,590.141509433962,59.294381207
"A11",15066,99,588,4.49926835062503,625.241379310345,60.141559978
"A11",15066,100,581,4.51859579709242,617,60.278423629
"A11",18014,1,599,4.50301785326662,623.881578947368,61.278077255
"A11",18014,2,596,4.48350037567324,618.04,52.766416174
"A11",18014,3,596,4.49970252868336,613.22972972973,61.502082802
"A11",18014,4,598,4.50868319893284,617.875,53.891327961
"A11",18014,5,593,4.48819854521194,613.810810810811,61.06531879
"A11",18014,6,591,4.50733473141423,624.6,61.032228993
"A11",18014,7,595,4.51643394307154,614.444444444444,52.976013284
"A11",18014,8,590,4.50188627876287,603.269230769231,60.535309779
"A11",18014,9,586,4.50126474935791,605.444444444444,52.309020255
"A11",18014,10,589,4.50020884845481,624.514705882353,60.983169152
"A11",18014,11,588,4.49911957194605,618.089552238806,52.170352052
"A11",18014,12,600,4.48822548305552,626.391891891892,62.250644733
"A11",18014,13,595,4.4990676876981,616.567567567568,61.756040187
"A11",18014,14,595,4.51507121174481,605.512820512821,53.079841215
"A11",18014,15,602,4.52709124186052,625.918918918919,61.366561484
"A11",18014,16,592,4.50501513799156,629.474576271186,49.552040738
"A11",18014,17,595,4.50272910124176,623.153846153846,61.148382551
"A11",18014,18,600,4.52620275272139,624.4,49.914046917
"A11",18014,19,596,4.5238588919414,612.558441558442,61.064827431
"A11",18014,20,592,4.495607949673,629.474576271186,49.5480416
"A11",18014,21,596,4.48455922930397,633.089552238806,61.409686368
"A11",18014,22,595,4.48680703972705,622.5,61.457295277
"A11",18014,23,600,4.52396394115575,623.763888888889,61.616004867
"A11",18014,24,595,4.50783913347431,612.443037974684,61.162863055
"A11",18014,25,593,4.50455478433285,613.461538461538,52.469741736
"A11",18014,26,588,4.51363070944224,607.493670886076,60.92158913
"A11",18014,27,597,4.49883706826179,623.521739130435,61.607313931
"A11",18014,28,593,4.50397542540449,627.758620689655,49.738967181
"A11",18014,29,599,4.50308449081403,629.373333333333,50.402089052
"A11",18014,30,591,4.51254962214092,614.130434782609,49.424177532
"A11",18014,31,599,4.50614226074057,618.25,61.365480598
"A11",18014,32,591,4.52519921483906,611.810810810811,49.13210663
"A11",18014,33,588,4.50161460993677,617.047619047619,60.705716192
"A11",18014,34,599,4.52013821145199,627.720588235294,50.312422217
"A11",18014,35,596,4.49802475761275,622.911764705882,49.920378874
"A11",18014,36,589,4.48642914824796,609.865853658537,61.122191211
"A11",18014,37,596,4.51642903289373,616.442857142857,60.937048787
"A11",18014,38,598,4.50921094505041,635.838709677419,49.79720875
"A11",18014,39,590,4.50363508241909,625.679245283019,52.456014561
"A11",18014,40,586,4.50638366237829,607.388888888889,48.914532356
"A11",18014,41,597,4.5001580243893,630.514285714286,61.844251655
"A11",18014,42,596,4.51239334469719,616.533333333333,49.819021184
